price_monthly,rooms,total_area,living_area,kitchen_area,floor,total_floors,build_year,bathroom_type,balcony,renovation,building_series,building_type,ceiling_type,entrances,heating,is_emergency,district,subdistrict,metro_name,metro_time_minutes,residential_complex,utilities_included,deposit,has_commission,prepayment_months,min_lease_term,living_conditions,has_fridge,has_dishwasher,has_washing_machine,has_conditioner,has_tv,has_internet,has_bath,has_shower,has_kitchen_furniture,has_room_furniture,description,agent_type,url
700000.0,3.0,155.0,,,14.0,15.0,,2 совмещенных,,Дизайнерский,,,,,,,САО,р-н Аэропорт,Динамо,6.0,,1.0,700000.0,0.0,2 месяца,от года,можно с детьми и животными,1,1,1,1,1,1,1,1,1,1,"Современные 3-х комнатные апартаменты в элитном жилом комплексе. Функциональная планировка включает в себя гостиную совмещенную с кухнеи и обеденнои зонои. Вместительная гардеробная комната при входе. Полностью укомплектованная кухня, включая винныи шкаф, кофе-машину и другую бытовую технику необходимую для комфортного проживания. Установлены дополнительные современные фильтры на воду. 2 спальни с собственными ванными комнатами и вместительными системами хранения. В апартаментах находятся оригиналы объектов искусства. Потрясающие виды. 1 м/м Место в подземном паркинге. 

Архитектурный проект создан в мастерской ""SPEECH Чобан & Кузнецов"". Высотные здания выполнены в стиле сталинской застройки, украшены барельефами и декоративной резьбой. Каждый фасад уникален в своем роде. На первых этажах апарт-комплекса расположатся рестораны, супермаркет, багетная мастерская, книжный и цветочный магазины. Здесь же для жителей откроют свои двери аптека, магазин спорт товаров, зоосалон, отделение связи, фотостудия, нотариальная контора, ателье, турагентство, химчистка, оздоровительный центр с амбулаторией и фитнес-клубом. Будут работать школы иностранных языков и танцев, детский досуговый центр. Предусмотрены службы охраны и консьержей. Специально создана эксплуатирующая служба ""Арена Парк Менеджмент"", способная обеспечить сервис на уровне пятизвездочного отеля. Зеленая зона площадью 8 га станет соединяющим звеном между стадионом и жилой зоной. В парке расположатся многочисленные зоны отдыха. Также на территории Спортивного парка запроектировано здание Академии спорта  тренировочный комплекс.",agency,https://www.cian.ru/rent/flat/322913956/
850000.0,3.0,200.0,,,2.0,6.0,2006.0,2 совмещенных,"1 лоджия, 1 балкон",Дизайнерский,,Монолитный,Железобетонные,9.0,Центральное,0.0,ЦАО,р-н Хамовники,Парк Культуры,7.0,ЖК «Кристалл Хаус (Crystal House)»,1.0,850000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,1,1,1,"Лот: 42565. В долгосрочную аренду предлагается стильная квартира с террасой в жилом комплексе ""Кристалл Хаус"" на Остоженке.
Планировка: гостиная-кухня, мастер-спальня с ванной и гардеробной, спальня, ванная комната, гардеробная, постирочная, кладовая. Есть терраса, выход из гостиной и мастер-спальни.
Выполнена новая отделка в современном стиле, установлена дизайнерская мебель, авторский свет, функциональная бытовая техника и сантехника премиум-класса.
Окна выходят во двор.
В стоимость аренды входит машино-место в подземном паркинге, есть возможность аренды дополнительных машино-мест.",other,https://www.cian.ru/rent/flat/322920526/
1000000.0,2.0,125.0,,10.0,4.0,10.0,2008.0,,,Дизайнерский,,,Нет информации,5.0,Нет информации,0.0,ЦАО,р-н Тверской,Маяковская,11.0,ЖК «Четыре Ветра»,1.0,1000000.0,0.0,1 месяц,от года,можно с животными,1,1,1,1,1,1,1,0,1,1,"Лот 126981. Максим Горшков.

Эксклюзив. ЖК Четыре ветра. Стильная новая 2-комнатная квартира в современном доме. 3 / 10 этаж. Спален: 1, санузлов: 2. Общая площадь: 125.6 кв.м. Потолки 3.5 м. 
Квартира  после ремонта в стиле минимализм , полностью меблирована.
Огороженная, охраняемая территория. Подземный паркинг. Панорамный вид из окна. 
Домовая система кондиционирования и вентиляции.
Полностью укомплектованная кухня, постирочная комната.
В доме Фитнес-клуб ""World Class"" с бассейном. 
Квартира создана по авторскому проекту дизайнера из Монако. 

В отделке использованы современные материалы, в частности, микробетон и микроцемент Deco Floors, который покрывает полы, стены и потолки. 

Планировка
В  проекте квартиры нет межкомнатных дверей, такой формат подойдет для одного человека, либо для пары.

Электрика Meljac, 
Сантехника  Gessi, бытовая техника Miele и Kippersbush,
мебель Ligne Roset , Porro , France.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",,https://www.cian.ru/rent/flat/322921268/
1000000.0,2.0,133.0,,10.0,4.0,10.0,2008.0,2 совмещенных,1 балкон,Дизайнерский,,,Нет информации,5.0,Нет информации,0.0,ЦАО,р-н Тверской,Маяковская,11.0,ЖК «Четыре Ветра»,1.0,1000000.0,0.0,1 месяц,от года,можно с животными,1,1,1,1,1,1,0,1,1,0,"Лот 127009. Максим Горшков.

Эксклюзив. ЖК Четыре ветра. Стильная новая 2-комнатная квартира в современном доме. 3 / 10 этаж. Спален: 1, санузлов: 2. Общая площадь: 133.4 кв.м. Потолки 3.5 м. 
Квартира  после ремонта в стиле минимализм , полностью меблирована.
Огороженная, охраняемая территория. Подземный паркинг. Панорамный вид из окна. 
Домовая система кондиционирования и вентиляции.
Полностью укомплектованная кухня, постирочная комната.
В доме Фитнес-клуб ""World Class"" с бассейном. 
Квартира создана по авторскому проекту дизайнера из Монако. 

В отделке использованы современные материалы, в частности, микробетон и микроцемент Deco Floors, который покрывает полы, стены и потолки. 

Планировка
В  проекте квартиры нет межкомнатных дверей, такой формат подойдет для одного человека, либо для пары.

Электрика Meljac, 
Сантехника  Gessi, бытовая техника Miele и Kippersbush.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",,https://www.cian.ru/rent/flat/322921275/
340000.0,3.0,138.0,,,5.0,7.0,2002.0,"2 совмещенных, 2 раздельных",1 балкон,Дизайнерский,Индивидуальный проект,,Нет информации,3.0,Нет информации,0.0,ЦАО,р-н Басманный,Курская,7.0,,1.0,340000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,0,1,1,0,1,1,1,"Лот 542162. Бонус коллегам 50%! Предлагается прекрасная трехкомнатная квартира в клубном доме на Лялином переулке. 

Планировка: гостиная-кухня с обеденной зоной, две спальни, два санузла гардеробная, лоджия. Окна в тихий переулок. Ремонт выполнен в уникальном авторском стиле. Квартира частично меблирована, имеется вся необходимая техника для комфортного проживания. 

Огороженная, охраняемая территория. Подземный паркинг, машиноместо можно арендовать за дополнительную стоимость. В квартире: Полностью меблированная, М/место в подземном паркинге, Посудомоечная машина, Стиральная машина, Бойлер,  Душевая кабина,   Спутниковое/кабельное телевидение,  Охрана, Интернет, Балкон,  Можно с детьми, Можно с животными,  Ванна,   Гардеробная, Лифт, Мебель в комнатах, Телефон, Телевизор, Мебель на кухне, Окна во двор, WE SPEAK ENGLISH. PLEASE FEEL FREE TO CONTACT US.

Номер объекта: #1/542162/13367",other,https://www.cian.ru/rent/flat/322940894/
1350000.0,3.0,130.0,95.0,30.0,7.0,14.0,2019.0,"2 совмещенных, 1 раздельный",1 балкон,Дизайнерский,,Кирпичный,,,,,ЦАО,р-н Хамовники,Спортивная,10.0,ЖК «Садовые кварталы»,1.0,1350000.0,0.0,1 месяц,от года,можно с детьми,1,1,1,1,1,1,0,1,1,1,"Лот 553883. Бонус коллегам - 50%! В квартире сделан дизайнерский ремонт, который придётся по вкусу ценителям стиля и комфорта. 

Планировка: гостиная, кухня, оборудована всей необходимой техникой, две спальни, гардеробная, совмещённый и гостевой санузел, лоджия и балкон. Потолки 3.6 метра. В квартире выполнен ремонт в современном стиле в светлых тонах. Квартира полностью меблирована, имеется вся техника для комфортного проживания. 

Огороженная и охраняемая территория комплекса. Подземный паркинг, машиноместо включено в стоимость аренды.  В квартире:   Посудомоечная машина, Стиральная машина,   Душевая кабина, Теплые полы,  Спутниковое/кабельное телевидение, Кондиционер, Охрана, Интернет, Балкон,  Можно с детьми,   Ванна, Интерьер в современном стиле, Сплит-система, Гардеробная, Лифт,   Телевизор,   PLEASE DO NOT HESITATE TO CONTACT US.


Номер объекта: #1/553883/13367",other,https://www.cian.ru/rent/flat/322941831/
330000.0,4.0,132.0,,,1.0,22.0,2006.0,2 совмещенных,1 балкон,Евроремонт,,Монолитно-кирпичный,Железобетонные,13.0,Индивидуальный тепловой пункт,0.0,САО,р-н Хорошевский,Сокол,12.0,ЖК «Триумф-Палас»,1.0,330000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,1,1,1,"Лот 538643. Бонус коллегам! Предлагается просторная четырехкомнатная квартира в ЖК ""Триумф Палас"". Панорамный вид из окон. 

Планировка: кухня-гостиная с обеденной зоной, две спальни с гардеробной, жилая комната (можно использовать как вторую спальню или кабинет), два совмещенных с/у с ванной и душевой кабиной. Квартира меблирована, укомплектована всей необходимой для жизни бытовой техникой. Кондиционирование, подогрев полов, спутниковое ТВ, высокоскоростной интернет. 

Огороженная, охраняемая территория, консьерж. Машиноместо в подземном паркинге включено в стоимость аренды.
Развитая инфраструктура поблизости: магазины, кафе и рестораны, школы, вузы. В 7-8 минутах - метро ""Аэропорт"" и ТЦ ""Галерея Аэропорт"". Большой выбор зеленых зон для прогулок, включая Чапаевский парк. Удобный выезд на Ленинградский проспект.
 В квартире: Полностью меблированная, М/место в подземном паркинге, Посудомоечная машина, Стиральная машина, Бойлер,  Душевая кабина,   Спутниковое/кабельное телевидение, Кондиционер, Охрана, Интернет, Балкон,  Можно с детьми, Можно с животными, Европланировка, Ванна, Интерьер в современном стиле,   Лифт, Мебель в комнатах, Телефон, Телевизор, Мебель на кухне,  PLEASE FEEL FREE TO CONTACT US TO GET DETAILED INFORMATION.

Номер объекта: #1/538643/13367",other,https://www.cian.ru/rent/flat/322941833/
150000.0,3.0,102.0,80.0,12.0,4.0,15.0,1998.0,"1 совмещенный, 1 раздельный",2 лоджии,Дизайнерский,,Кирпичный,Железобетонные,1.0,Центральное,0.0,САО,р-н Левобережный,Речной вокзал,8.0,,1.0,150000.0,0.0,1 месяц,от года,можно с детьми,1,1,1,1,1,1,1,0,1,1,"На длительный срок сдаётся роскошная 3-комнатная квартира в элитном жилом комплексе с качественным евроремонтом в классическом стиле.
Идеальное предложение для тех, кто ценит уют, качество и эксклюзивность жилья. Просторная трехкомнатная квартира с изысканным классическим интерьером и высококачественным евроремонтом ждет новых жильцов!
Камерный дом с одним подъездом, ухоженной территорией и круглосуточной охраной обеспечит вам спокойствие и приватность.
Лазерный паркет, элегантные хрустальные люстры, уникальные стены с венецианской штукатуркой создадут атмосферу благородства и комфорта.
Вся бытовая техника, итальянская и португальская мебель, дорогая кухонная гарнитура, качественные межкомнатные двери подчеркнут статус проживания.
Два раздельных санузла, основной оборудован шикарной мраморной отделкой и джакузи премиального уровня с сантехникой Villeroy & Boch.
По всему дому плитка Versace, мраморные подоконники, две просторные застекленные лоджии обеспечат дополнительное пространство и свет.
Толстые стены обеспечивают отличную звукоизоляцию, потолки высотой 3 м создают ощущение простора и свободы.
На площадке всего 3 квартиры. Большой холл, 2 крыла. Закрытый внутренний двор с детской и спортивной площадками, благоустроенная придомовая территория под круглосуточным наблюдением, что обеспечивает жильцам комфортное проживание и безопасность.
Школы, детсады, крупные магазины и развлекательные комплексы рядом, живописные прогулки в парке Речного вокзала и парке Дружба станут ежедневным удовольствием.
Местоположение квартиры особенно привлекательным для семей с детьми и тех, кто ценит комфорт и удобство. Отличная транспортная доступность. Метро ""Речной вокзал"" всего в двухстах метрах позволит быстро добраться до любого района города. 
Это идеальное жилье для семьи, ценящей престиж, комфорт и спокойную жизнь в зеленой зоне столицы!",,https://www.cian.ru/rent/flat/322952349/
400000.0,3.0,140.0,88.0,27.0,6.0,8.0,1950.0,"1 совмещенный, 1 раздельный",1 балкон,Евроремонт,Индивидуальный проект,Кирпичный,Нет информации,6.0,Центральное,0.0,ЦАО,р-н Тверской,Тверская,7.0,,1.0,400000.0,0.0,1 месяц,от года,,1,1,1,1,1,1,1,1,1,1,"Лот 76509. Артем Маренников.

Чудесная 3-комнатная квартира в сталинском доме. 6 / 8 этаж. Спален: 2, санузлов: 2. Общая площадь: 140 кв.м. Потолки 3 м. Ремонт в современном стиле. Квартира с мебелью, вывоз невозможен. Консьерж. Открытый вид, много света. Есть балкон.  В наличии: посудомоечная машина, холодильник, кондиционер, бойлер, душевая кабина, ванна, стиральная машина. Телевизор, высокоскоростной интернет. Можно с детьми. Оплата доступна исключительно по безналичному расчету.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",other,https://www.cian.ru/rent/flat/322960588/
1100000.0,2.0,122.0,85.0,15.0,5.0,7.0,2008.0,2 совмещенных,,Дизайнерский,Индивидуальный проект,Кирпичный,Железобетонные,6.0,Автономная котельная,0.0,ЦАО,р-н Хамовники,Кропоткинская,9.0,ЖК «Barkli Plaza (Баркли Плаза)»,1.0,1100000.0,0.0,1 месяц,от года,,1,1,1,1,1,0,1,1,1,1,"Видовая квартира с 1-й спальней в элитном жилом комплексе на Пречистенской набережной. Квартира общей площадью 122 м² расположена на 5 этаже дома.  Выполнен ремонт по индивидуальному дизайн-проекту в современном стиле, установлена система ""умный дом"", выполнена шумоизоляция, в отделке использовано натуральное дерево и мрамор. В интерьере много элементов светодизайна. Благодаря высоким потолкам и панорамным окнам ""в пол"" пространство наполнено светом. Из окон открывается потрясающий вид на Москва-реку и памятник Петру I. 

Планировка: кухня-гостиная с обеденной зоной на 6 человек, мастер-спальня с гардеробной, ванной комнатой и рабочей зоной, которую с помощью автоматической перегородки можно отделить и оборудовать отдельный кабинет или дополнительную спальню, гостевой санузел, дополнительная гардеробная. Квартира оснащена всей необходимой мебелью и техникой. Установлены системы очистки воды, приточно-вытяжной вентиляции и кондиционирования. Машиноместо в подземном паркинге входит в стоимость.

Главное о доме. Barkli Plaza выходит на Пречистенскую набережную, и в кадре — Москва-река, купола Храма Христа Спасителя и силуэт центра. Архитектура играет стеклом и светлым камнем: строгие вертикали, широкие проёмы и панорамные окна задают современный ритм Остоженки. В лобби — высокий потолок, натуральные материалы, латунные акценты, стойка ресепшн и мягкие кресла для встреч. Между объёмами сформировали приватный двор без машин с озеленением и подсветкой. Внутри работают камерные лаунжи и небольшие пространства для работы. На первых этажах — городские сервисы. Многоуровневый паркинг с лифтовым доступом дополняет ежедневный маршрут.

Главное о локации. Адрес на Пречистенке окружён музеями и галереями — буквально за углом Дом Музыки и Музей изобразительных искусств имени Пушкина. По вечерам жители выбирают рестораны на Остоженке или уютные кафе на Патриарших. Школьников здесь часто отдают в гимназию  1529 и школу  57. Кремль и Красная площадь находятся всего в 15 минутах пешком.

Комментарий эксперта. Меня зовут Яна Гришко — брокер компании Whitewill. Я отвечаю за аренду этого лота. Свяжитесь со мной, чтобы получить расширенную презентацию, больше фотографий или договориться о просмотре. Могу провести экскурсию по локации и познакомить вас с этим домом.

ID 795.",other,https://www.cian.ru/rent/flat/322977728/
250000.0,3.0,100.0,58.0,10.0,8.0,12.0,2006.0,"2 совмещенных, 1 раздельный",1 балкон,Евроремонт,Индивидуальный проект,Монолитный,Железобетонные,2.0,Центральное,0.0,ЦАО,р-н Замоскворечье,Новокузнецкая,3.0,,1.0,250000.0,0.0,1 месяц,от года,можно с детьми,1,1,1,1,1,1,1,1,1,1,"ID 31270.  Предлагается в аренду на длительный срок эксклюзивная  3- х комнатная квартира с  окнами на восток и юг и с панорамными видами на город. Ручная работа по индивидуальным эскизам на заказ из Китая и Сингапура. Кухня Siematic оборудована техникой Gaggenau.  Домашний кинотеатр: Pioneer, Sonus Faber, Denon, NAD. В отделке и дизайне предпочтение отдано использованию традиционных для Востока натуральных материалов и тканей: дерево, сизаль, шелк. Мебель: Le Fablier, La Falegnami, CTS Salotti, MIMO, Cattelan (Италия). Квартира оборудована приточно-вытяжной вентиляция с системой кондиционирования. Есть 1 м/м в подземном паркинге.    

Please feel free to contact Intermark Real Estate to get detailed information or to set up a viewing! 24/7 help desk service with English-speaking operators
        
В квартире: С мебелью, М/место в подземном паркинге, Посудомоечная машина, Стиральная машина, Сушильная машина, Бойлер, Душевая кабина, Спутниковое/кабельное телевидение, Кондиционер, Видеонаблюдение, Охрана, Гараж, Интернет, Балкон, Видовая квартира, Можно с детьми, Европланировка, Ванна, Интерьер в современном стиле, Консьерж, Кондиционер, Гардеробная комната, Лифт, Ремонт - дизайнерский, Кухонная мебель, Окна на улицу, Окна во двор",other,https://www.cian.ru/rent/flat/322978937/
1930000.0,,315.0,165.0,25.0,1.0,3.0,2004.0,"3 совмещенных, 1 раздельный",,Евроремонт,Индивидуальный проект,Монолитный,Железобетонные,1.0,Автономная котельная,0.0,ЗАО,р-н Крылатское,Крылатское,7.0,,1.0,1930000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,1,1,0,"ID 17731.  Просторная 2-уровневая резиденция в элитном ЖК ""Остров Фантазий"". Высококачественный ремонт, выполнен по индивидуальному дизайн-проекту с тщательной проработкой каждой детали; использованы премиальные материалы и современные технологии. Квартира полностью укомплектована — вся бытовая техника встроена, мебель подобрана в соответствии с авторским проектом. Общая площадь 315 м2. Пространство распределено следующим образом: 1-й уровень: 2 спальни (главная спальня с собственной ванной комнатой и просторной гардеробной), встроенные шкафы, отдельная постирочная со множеством встроенных шкафов; 2-й уровень: просторная кухня-гостиная со столовой, в стеклянной зоне обустроен кабинет, терраса с выходом на крышу. Панорамные виды на водную гладь — Гребной канал, Москва-реку и Татаровское озеро. Благодаря расположению в водоохранной зоне создаётся уникальная атмосфера уединения и гармонии с природой. Элитный ЖК в экологически чистой зоне, огороженная территория с круглосуточной охраной. Имеется обогреваемый гараж на 2 машино-места. Инфраструктура комплекса включает собственный пляж, лодочную станцию и детские игровые площадки. Благоустроенные зоны для прогулок и отдыха обеспечивают высокий уровень комфорта проживания.  Можно с детьми и животными.   

Please feel free to contact Intermark Real Estate to get detailed information or to set up a viewing! 24/7 help desk service with English-speaking operators
        
В квартире: М/место в подземном паркинге, Готовы меблировать, Посудомоечная машина, Стиральная машина, Сушильная машина, Бойлер, Душевая кабина, Теплые полы, Кондиционер, Видеонаблюдение, Сигнализация, Охрана, Терраса, Можно с детьми, Можно с животными, Интерьер в современном стиле, Окна на улицу, Окна во двор",other,https://www.cian.ru/rent/flat/322978938/
240000.0,2.0,52.0,30.0,15.0,18.0,34.0,2024.0,1 совмещенный,,Дизайнерский,,,,,,,ЗАО,р-н Дорогомилово,Парк Победы,17.0,,1.0,240000.0,0.0,,от года,,0,0,0,0,0,1,0,0,0,1,"Предложение от собственника, оперативный показ по договоренности. 
Без комиссии для арендатора.

Дорогая дизайнерская отделка в стиле Модерн.

Удобная функциональная планировка: 
 Кухня совмещенная с гостиной
 изолированная спальня
 ванная комната с душевой кабиной
 зона холла


Апартамент полностью укомплектован всей необходимой техникой и мебелью. Формат под ключ. Готов к заселению.
Апартамент оборудован приточно-вытяжной системой вентиляции.
Кухня полностью укомплектована, духовой шкаф, посудомоечная машина.


Дом премиум класса. Шикарные входные группы. Приятная отделка на этажах. Полноценный консьерж-сервис. Ожидается открытие насыщенной инфраструктуры комплекса. 
Для резидентов будут доступны: услуги пятизвездочного отеля, фитнес-центр с панорамным бассейном, SPA-центр, конференц-залы, рестораны, кафе-бары с летними верандами, бутик-магазины.  
Топовая локация. В пешей доступности Парк Победы. До центра города можно добраться за 10мин. 
Поклонная 9 уникальный дом, с индивидуальной, узнаваемой архитектурой, расположенный в районе с богатой историей.",other,https://www.cian.ru/rent/flat/323002924/
400000.0,2.0,65.0,40.0,10.0,10.0,14.0,2023.0,1 совмещенный,1 балкон,Дизайнерский,Индивидуальный проект,,Нет информации,,Нет информации,0.0,ул. Костикова,4к1,Улица 1905 года,7.0,ЖК «Lucky (Лаки)»,1.0,400000.0,0.0,1 месяц,от года,,1,1,1,1,1,1,0,1,1,1,"Объявление снято с публикации, поищите ещё что-нибудь",,https://www.cian.ru/rent/flat/323005762/
185000.0,3.0,71.0,,19.0,2.0,39.0,2021.0,"2 совмещенных, 2 раздельных",,Дизайнерский,Индивидуальный проект,,Железобетонные,3.0,Центральное,0.0,ЗАО,р-н Раменки,Аминьевская,2.0,ЖК «Крылья»,1.0,185000.0,0.0,1 месяц,от года,можно с детьми,1,0,1,1,1,1,1,1,1,1,"ID: 561360
Просторная 3-комнатная квартира площадью 71.4 кв.м. в жилом комплексе ""Крылья"".

В квартире выполнена дизайнерская отделка с использованием дорогих безопасных материалов в спокойных, натуральных тонах для комфортной жизни. Функциональная планировка: просторная кухня-гостиная, 2 спальни, 2 санузла (с душевой и ванной), закрытая кладовая комната, большая гардеробная.

Полы с гидро- и шумоизоляцией, стены тоже усилены шумоизоляцией, кондиционирование в каждой комнате.

Большая часть комплекса отведена под зоны отдыха, детские площадки, парк. Территория полностью огорожена и охраняется, видеонаблюдение, можно включить онлайн трансляцию детских площадок и наблюдать за ребёнком. Авторизованный доступ на территорию ЖК и частного парка с прудом. Во дворе совсем нет машин, предусмотрены отдельный подземный паркинг и наземная парковка (арендовать машино-место не проблема).

Развитая инфраструктура: спортзал, магазины банки, поликлиника, детские сады, школы, вскоре откроется салон красоты. Удобная транспортная доступность к лучшим ВУЗам Москвы.

Не упустите возможность снять эту прекрасную квартиру и насладиться комфортом и уютом в замечательной локации! Свяжитесь с нами уже сегодня, чтобы уточнить дополнительную информацию и договориться о просмотре.

Без комиссии. Можно с детьми. Животные обсуждаются отдельно.

Номер объекта: #1/561360/14501",other,https://www.cian.ru/rent/flat/323017754/
98000.0,1.0,31.0,13.0,,4.0,27.0,2024.0,1 совмещенный,1 балкон,Дизайнерский,,,Нет информации,,Нет информации,0.0,Нагатинская наб.,10А,Нагатинская,15.0,ЖК «Level Нагатинская (Левел Нагатинская)»,1.0,104000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,0,0,1,"Объявление снято с публикации, поищите ещё что-нибудь",,https://www.cian.ru/rent/flat/323050299/
340000.0,3.0,138.0,90.0,22.0,5.0,7.0,2002.0,"2 совмещенных, 1 раздельный",1 лоджия,Евроремонт,Индивидуальный проект,,Нет информации,3.0,Нет информации,0.0,ЦАО,р-н Басманный,Курская,10.0,,1.0,340000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,1,1,1,"ID 38939.  Предлагается стильная 3-комнатная квартира в элитном ЖК ""Лялин 19"" общей площадью 138 кв.м. Квартира полностью укомплектована мебелью и современной бытовой техникой. В квартире установлен хамам. Планировочное решение предусматривает уютную гостиную-кухню с обеденной зоной, 2 спальни, 2 ванные комнаты с качественной сантехникой, гардеробную и лоджию. Есть возможность использовать одно машино-место в подземном паркинге за отдельную плату .В доме консьерж, круглосуточная охрана, видеонаблюдение. Развитая инфраструктура района: рестораны, кафе, бары, детские сады, школы.  

Please feel free to contact Intermark Real Estate to get detailed information or to set up a viewing! 24/7 help desk service with English-speaking operators
        
В квартире: С мебелью, М/место в подземном паркинге, Посудомоечная машина, Стиральная машина, Душевая кабина, Сауна, Спутниковое/кабельное телевидение, Интернет, Можно с детьми, Можно с животными, Ванна, Кондиционер, Просторная лоджия, Ремонт - дизайнерский, Кухонная мебель, Окна на улицу, Окна во двор",other,https://www.cian.ru/rent/flat/323056658/
190000.0,2.0,40.0,28.0,7.0,21.0,26.0,,"1 совмещенный, 1 раздельный",,Евроремонт,,Монолитный,,,,,ЦАО,р-н Арбат,Арбатская,9.0,ЖК «The Book (Бук)»,1.0,190000.0,0.0,1 месяц,от года,,1,1,1,1,1,1,0,1,1,1,"Лот 106685. Лилия Васильченко.

ЖК The Book. Чудесная 2-комнатная квартира в новом современном доме. 21 / 26 этаж. Апартаменты. Спален: 1, санузлов: 2. Общая площадь: 40 кв.м. Потолки 2.4 м. Ремонт в современном стиле. Квартира с мебелью, вывоз невозможен. Консьерж. Панорамный вид из окна. Есть гардеробная комната. В наличии: посудомоечная машина, холодильник, приточно-вытяжная система вентиляции и кондиционирования, кондиционер, душевая кабина, стиральная машина. Телевизор, высокоскоростной интернет. Собственник ИП. Возможна оплата по безналу.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",other,https://www.cian.ru/rent/flat/323056961/
370000.0,2.0,95.0,,,3.0,12.0,2006.0,1 совмещенный,1 балкон,Евроремонт,Индивидуальный проект,,Нет информации,1.0,Нет информации,0.0,ЦАО,р-н Тверской,Маяковская,6.0,,1.0,370000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,0,1,1,1,0,1,1,"Лот 544682. Бонус коллегам! Предлагается светлая после ремонта двухкомнатная квартира в новом доме в современном стиле.

Удобная планировка: кухня-гостиная с обеденной зоной, спальня с гардеробной, балкон, совмещенный санузел с ванной. В квартире никто не жил ,полностью укомплектована новой мебелью и техникой необходимой для комфортного проживания.

Огороженная, охраняемая территория, видеонаблюдение. Машино-место в подземном паркинге можно арендовать за отдельную стоимость. В шаговой доступности сады Эрмитаж и Аквариум, школы, музеи, театры и другие объекты инфраструктуры. Удобный выезд на Садовое кольцо, в пешей доступности метро ""Маяковская"" и ""Тверская"". В квартире: Полностью меблированная, М/место в подземном паркинге, Посудомоечная машина, Стиральная машина,      Спутниковое/кабельное телевидение,  Охрана, Интернет, Балкон,  Можно с детьми, Можно с животными,  Ванна, Интерьер в современном стиле,   Лифт, Мебель в комнатах,  Телевизор, Мебель на кухне,  WE SPEAK ENGLISH. PLEASE FEEL FREE TO CONTACT US.

Номер объекта: #1/544682/13367",other,https://www.cian.ru/rent/flat/323057181/
360000.0,,190.0,,20.0,38.0,40.0,2012.0,"3 совмещенных, 3 раздельных",,Евроремонт,Индивидуальный проект,Кирпичный,Железобетонные,1.0,Центральное,0.0,САО,р-н Войковский,Балтийская,9.0,ЖК «Северный парк»,1.0,360000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,1,1,1,"Лот 126951. Лилия Васильченко.

ЖК Северный парк. Отличная многокомнатная квартира в новом современном доме. 38 / 40 этаж. Спален: 4, санузлов: 3. Общая площадь: 190 кв.м. Потолки 3 м. Ремонт в современном стиле. Квартира полностью с мебелью, вывоз обсуждается.  Подземный паркинг, машиноместо оплачивается отдельно. Панорамный вид из окна на 3 стороны. Из окон видны МГУ, Москва-Сити, парк, водный причал. Есть 3 гардеробные комнаты. В наличии: посудомоечная машина, холодильник, кондиционер, бойлер, душевая кабина, ванна, стиральная машина, подогрев полов. Телевизор, высокоскоростной интернет. Можно с детьми. Можно с животными. Собственник ИП. Возможна оплата по безналу.
Рядом расположен очень большой лесопарк  ""Покрово-Стрешнево"" с детскими площадками и Химкинское водохранилище с лодочным причалом. ТЦ Метрополис  в пешей доступности.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",other,https://www.cian.ru/rent/flat/323072219/
