price_monthly,rooms,total_area,living_area,kitchen_area,floor,total_floors,build_year,bathroom_type,balcony,renovation,building_series,building_type,ceiling_type,entrances,heating,is_emergency,district,subdistrict,metro_name,metro_time_minutes,residential_complex,utilities_included,deposit,has_commission,prepayment_months,min_lease_term,living_conditions,has_fridge,has_dishwasher,has_washing_machine,has_conditioner,has_tv,has_internet,has_bath,has_shower,has_kitchen_furniture,has_room_furniture,description,agent_type,url
50000.0,1.0,40.0,28.0,10.0,5.0,16.0,2024.0,1 совмещенный,,Евроремонт,Индивидуальный проект,,Нет информации,,Нет информации,0.0,НАО (Новомосковский),Сосенское поселение,Потапово,5.0,ЖК «Эко Бунино»,1.0,55000.0,,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,0,1,1,"Лот 58
Квартира сдается впервые, всё новое.
Рассмотрим любой состав жильцов (национальность не важна).
Арендаторы с детьми и животными приветствуются.
Можем сдать на любой срок (от 3х месяцев). 
Оперативный показ в любой день с 09:00 до 21:00 (возможен онлайн-показ).

Новый ремонт. Новая мебель.
Новая техника: ТВ 50 дюймов, посудомоечная машина, духовой шкаф, варочная панель, холодильник, вытяжка, стиральная машина.

Огромное число магазинов и кафе в ЖК.

Квартира сдается официально по договору (подходит для компенсации).
На любой срок от 3-х до 11-ти месяцев (с пролонгацией).
Депозит разбивается.

Не упустите возможность жить в комфорте и уюте! 
Свяжитесь с нами прямо сейчас!",,https://www.cian.ru/rent/flat/324260748/
415000.0,4.0,120.0,,42.0,17.0,20.0,2020.0,2 совмещенных,,Дизайнерский,,Монолитный,Железобетонные,10.0,Центральное,0.0,ЗАО,р-н Филевский парк,Фили,8.0,ЖК «Западный порт»,1.0,400000.0,0.0,1 месяц,от года,можно с детьми,1,1,1,1,1,1,1,1,1,1,"Сдам в долгосрочную аренду новую видовую квартиру 120 м² в Фили на набережной с видом на Москва-Сити.
Только завершен ремонт. 
На этаже всего 3 квартиры.

Сдаю без посредников. 

Идеальная планировка: 3 изолированные комнаты, просторный зал-кухня, постирочная, гардероб, 2 санузла. 
 Общая площадь: 120 кв.м.
 Гостиная-кухня: 42 кв.м. с большим островом, столом, диваном, телевизором 55 дюймов - идеально для приёмов и отдыха.
просторная прихожая - 6 кв.м.
 Спальня (16,2 кв.м): уютная мастер-спальня с кроватью, тумбочками, собственным санузлом (душ) (5 кв.м) и просторным гардеробом (5 кв.м).
 Дополнительные комнаты: 2 изолированные комнаты (по 14 кв. м.) — идеальный вариант для детских, кабинета, спорт-зала или гостевой зоны. Одна комната со встроенным шкафом.
 Постирочная (3 кв.м) отдельное помещение со стиральной и сушильной машинами, раковиной и местами хранения.
 Санузлы - 2: один с ванной, другой с душем.
во всех комнатах кондиционеры, по плитке везде тёплый пол. 

Дом и инфраструктура:
- Подземный паркинг.
- Спокойный современный зеленый двор с детской площадкой и турниками.
- Рядом живописный парк Фили, детский парк, спортивные центры.

Квартира идеально подходит для ценителей высокого качества жизни, комфорта и лучших видов Москвы.",,https://www.cian.ru/rent/flat/324260829/
1100000.0,2.0,120.0,80.0,14.0,5.0,7.0,2008.0,"2 совмещенных, 1 раздельный",1 балкон,Евроремонт,Индивидуальный проект,Кирпичный,Железобетонные,6.0,Автономная котельная,0.0,ЦАО,р-н Хамовники,Кропоткинская,9.0,ЖК «Barkli Plaza (Баркли Плаза)»,1.0,1100000.0,0.0,1 месяц,от года,можно с животными,1,1,1,1,1,1,1,1,1,1,"ID 41266.  Ультрамодная квартира с одной спальней в резиденции ""Баркли Плаза"" на Пречистенской набережной. Дизайнерский ремонт, высококачественные отделочные материалы. Мебель Giorgetti. Планировка: кухня-гостиная в едином пространстве, спальня с ванной комнатой и гардеробной, зонированный кабинет (может быть изолирован), вторая гардеробная и второй санузел с душем. Панорамное остекление с уникальными видами на Москву-реку, памятник Петру I и ""Красный Октябрь"". Система очистки воды, кондиционирования и увлажнения воздуха, принудительная приточно-вытяжная вентиляция. Хорошая звукоизоляция. В стоимость аренды входит еженедельный визит горничной, а также машино-место в подземном паркинге. Территория круглосуточно охраняется, что гарантирует безопасность проживающих.  

Please feel free to contact Intermark Real Estate to get detailed information or to set up a viewing! 24/7 help desk service with English-speaking operators
        
В квартире: С мебелью, М/место в подземном паркинге, Посудомоечная машина, Стиральная машина, Бойлер, Душевая кабина, Теплые полы, Спутниковое/кабельное телевидение, Видеонаблюдение, Охрана, Интернет, Балкон, Видовая квартира, Вид на реку, Европланировка, Ванна, Интерьер в современном стиле, Консьерж, Кондиционер, Гардеробная комната, Кухонная мебель, Окна на улицу, Окна во двор",other,https://www.cian.ru/rent/flat/324261294/
115000.0,2.0,56.0,35.0,10.0,6.0,9.0,1958.0,1 раздельный,,Евроремонт,Индивидуальный проект,,Нет информации,4.0,Центральное,0.0,ЗАО,р-н Дорогомилово,Кутузовская,5.0,,1.0,115000.0,,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,0,1,1,"Сдаётся уютная и светлая квартира в отличном состоянии. 

В квартире сделан современный качественный ремонт, полностью укомплектована всей необходимой мебелью и бытовой техникой для комфортного проживания.

Дом расположен в районе с развитой инфраструктурой: рядом магазины, кафе, аптеки, школы, детские сады, фитнес. 
Удобная транспортная доступность! 

Сдаётся на длительный срок. Звоните. 

У собственника могут быть дополнительные пожелания к жильцам.",,https://www.cian.ru/rent/flat/324261624/
350000.0,3.0,90.0,63.0,,3.0,20.0,2024.0,"1 совмещенный, 1 раздельный",,Дизайнерский,Индивидуальный проект,,Нет информации,,Нет информации,0.0,ЮЗАО,р-н Гагаринский,Ленинский проспект,14.0,ЖК «Lunar (Лунар)»,1.0,350000.0,0.0,1 месяц,от года,можно с детьми,1,1,1,1,1,1,0,1,1,1,"Показ с 15.12. Предлагаем вашему вниманию просторную и стильную трехкомнатную квартиру в аренду. Сдается впервые. Общая площадь — 90 кв. м, жилая — 63 кв. м. просторная кухня-гостиная - 33,5 кв.м, детская/кабинет -12,0 кв.м, спальня - 17,5. Отдельная гардеробная комната. Квартира расположена на 3-м этаже 20-этажного клубного дома ЖК Lunar, построенного в 2024 году. Высокие потолки (3,2 метра) создают ощущение простора и света. 

Квартира радует дизайнерским ремонтом, где каждая деталь продумана до мелочей. В комнатах и на кухне есть вся необходимая мебель для комфортного проживания. Кухня оборудована современной техникой: кондиционер, холодильник, посудомоечная машина, стиральная и сушильная машина, телевизор. В ванной комнате установлена душевая кабина.

В доме для жильцов доступен спортзал, коворкинг зона и доступ на террасу. Для автовладельцев предусмотрена подземная парковка (дополнительная оплата). 

В пешей доступности от дома расположены школы, детские сады и клиники, а также разнообразные магазины. До станции метро ""Ленинский проспект"" всего 14 минут пешком, что делает перемещение по городу быстрым и удобным.

Условия аренды: долгосрочная аренда, без комиссии для арендатора, с агентами не сотрудничаем.",,https://www.cian.ru/rent/flat/324262876/
120000.0,0.0,38.0,28.0,9.0,13.0,17.0,2019.0,1 совмещенный,,Дизайнерский,,,Железобетонные,7.0,Центральное,0.0,ВАО,р-н Преображенское,Преображенская площадь,9.0,ЖК «Наследие»,1.0,120000.0,0.0,1 месяц,несколько месяцев,можно с детьми,1,1,1,1,1,1,1,0,1,1,"Cдаeтся на длитeльный cpoк (договор 11 месяцев) уютная и современная oднокомнатная квартира-студия c нoвым дизайнepским peмoнтом (ремонт для cебя, а не для сдачи в apeнду) в престижном ЖК ""Наследие"". Заезд с 16-го декабря. Квартира от собственника, комиссия 0%. 

13 этаж с панорамой на город. Домофон. Лифт 1 пассажир., 1 грузовой. Общая площадь - 38 кв.м.

•	Планировка: изолированная спальня, кухня совмещенная с гостиной, совмещенный санузел, отдельная гардеробная.

•	Удобства: в вaннoй подoгpев пoла, встрoeнная мебель c барной зoной, бытoвaя тexника (cтиpaльнaя и посудомоечная машина, холодильник, свч, индукционная варочная панель, телевизор, wi-fi, сушилка для белья, чайник, кондиционер) Устанавливалась отдельная приточная вентиляция и шумоизоляция по всей площади. Мебель для отдыха и для работы. По всей квартире светодиодные светильники, лампы. 

•	Безопасность: охраняемая территория, видеонаблюдение, закрытый шлагбаумом проезд на территорию (доступ с телефона). Огороженный двор с детскими и спортивными площадками.

•	Доступность: несколько транспортных подъездов - с набережной Яузы и Щелковского шоссе. М. Преображенская площадь 8 мин пешком.

•	Удобное расположение: рядом с домом  большая бесплатная парковка для себя и для гостей. Рядом парк Сокольники (15 минут пешком), старинный Преображенский рынок. В ЖК есть все необходимое: магазин перекресток, парикмахерские, салоны красоты, спортзал, кафе, бары и прочее.

Дополнительные условия: 
1. Качество личности арендатора: педантичность, аккуратность 
2. Без животных. 
3. Дети от 12 лет.
4. Стоимость 125 т.р. + коммунальные платежи (свет, вода) по счётчику. Самостоятельно оплачивать интернет.
Залог 125 т.р. (Последний месяц)
5. Предварительное знакомство, собеседование
6. Заезд с 16-го декабря.",,https://www.cian.ru/rent/flat/324298953/
60000.0,1.0,38.0,,,15.0,17.0,1985.0,1 совмещенный,1 балкон,Евроремонт,П-44,Панельный,Железобетонные,7.0,Центральное,0.0,ЮАО,р-н Братеево,Алма-Атинская,18.0,,1.0,60000.0,0.0,2 месяца,от года,,1,0,1,1,1,1,1,0,1,1,"Агентам просьба не беспокоить, сдаю сам (собственник)без комиссий!
Регистрация сделки официальна, документы будут поданы на регистрацию в Росреестр через МФЦ.
Сдаю людям СЛАВЯНСКОЙ НАЦИОНАЛЬНОСТИ без детей и животных. Временную регистрацию не делаю! 
В стоимость входят все платежи, интернет и коммунальные услуги.
Квартира с  евро ремонтом расположена на 15-м этаже, 17-этажного панельного дома в Москве на по адресу: Ул.Борисовские Пруды, 42. 
Из окон открывается вид во двор.

В квартире есть всё необходимое для комфортного проживания: современная мебель на кухне и в комнате, а также вся необходимая техника: кондиционер, холодильник, телевизор и стиральная машина, духовой шкаф с плитой, микроволновая печь.
Планировка продумана до мелочей, совмещённый санузел оборудован ванной. 
Есть балкон. Подключён интернет. Мусоропровод в доме существенно облегчает быт.

Дом в хорошем состоянии, есть как пассажирский и грузовой лифт. 
На территории предусмотрена наземная парковка.

Район с отлично развитой инфраструктурой: рядом находятся школы, детские сады и магазины. 
До метро Алма-Атинская можно дойти пешком за 15 минут.

Условия аренды: оплата первый и последний месяц, без комиссии, есть залог. 
Квартира сдаётся от собственника.
-----
Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону",,https://www.cian.ru/rent/flat/324300318/
230000.0,3.0,84.0,,18.0,3.0,21.0,2019.0,2 совмещенных,,Евроремонт,Индивидуальный проект,Монолитный,Железобетонные,4.0,Центральное,0.0,ЦАО,р-н Пресненский,Шелепиха,6.0,ЖК «Headliner (Хедлайнер)»,1.0,230000.0,,1 месяц,от года,можно с детьми и животными,0,0,0,0,0,0,0,0,0,1,"Идеальное жилье для вас! — Рассмотрим всех желающих — уютная квартира с современным дизайном, полностью меблирована, в тихом районе с развитой инфраструктурой. Быстрый отклик, гибкие условия аренды и индивидуальный подход! Не упустите шанс стать владельцем комфортного жилья уже сегодня!",,https://www.cian.ru/rent/flat/324301152/
300000.0,2.0,120.0,86.0,10.0,4.0,4.0,1900.0,1 совмещенный,,Дизайнерский,Индивидуальный проект,Кирпичный,Деревянные,1.0,Центральное,0.0,ЦАО,р-н Арбат,Кропоткинская,8.0,,1.0,300000.0,0.0,1 месяц,от года,,1,1,1,1,1,1,0,1,1,1,"Лот 67995. Сергей Артеменко.

Стильная 2-комнатная квартира в дореволюционном особняке. 4 / 4 этаж. Спален: 1, санузлов: 1. Общая площадь: 120 кв.м. Потолки 3 м. Ремонт в уникальном авторском стиле. Квартира с мебелью, вывоз невозможен. Консьерж. Паркинг стихийный во дворе под шлагбаумом. Окна в тихий переулок. В наличии: посудомоечная машина, холодильник, кондиционер, бойлер, душевая кабина, стиральная машина, подогрев полов. Телевизор, высокоскоростной интернет. Собственник ИП. Возможна оплата по безналу.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",,https://www.cian.ru/rent/flat/324301840/
900000.0,4.0,150.0,55.0,30.0,3.0,8.0,2014.0,"2 совмещенных, 2 раздельных",,Евроремонт,Индивидуальный проект,Кирпичный,Железобетонные,10.0,Индивидуальный тепловой пункт,0.0,ЦАО,р-н Хамовники,Фрунзенская,15.0,ЖК «Литератор»,1.0,900000.0,0.0,1 месяц,от года,можно с детьми,1,1,1,1,1,1,1,1,1,1,"Лот 92515. Карина Бахорина.

ЖК Литератор. Чудесная 4-комнатная квартира в элитном доме. 3 / 8 этаж. Спален: 3, санузлов: 4. Общая площадь: 150 кв.м. Потолки 3.35 м. Ремонт в современном стиле. Квартира с мебелью, вывоз невозможен. Огороженная, охраняемая территория. Подземный паркинг, машиноместо входит в стоимость. Открытый вид, много света. Есть гардеробная комната. В наличии: посудомоечная машина, холодильник, приточно-вытяжная система вентиляции и кондиционирования, кондиционер, душевая кабина, ванна, постирочная комната, стиральная машина, сушильная машина, подогрев полов. Телевизор, высокоскоростной интернет. Можно с детьми.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",,https://www.cian.ru/rent/flat/324301851/
500000.0,3.0,85.0,,10.0,16.0,34.0,,2 совмещенных,,Дизайнерский,,Монолитный,,,,,ЗАО,р-н Дорогомилово,Парк Победы,17.0,ЖК «Поклонная 9»,1.0,500000.0,0.0,1 месяц,от года,,1,0,1,1,1,1,1,1,1,1,"Лот 123724. Максим Горшков.

Отличная 3-комнатная квартира в новом современном доме. 16 / 34 этаж. Апартаменты. Спален: 2, санузлов: 2. Общая площадь: 85 кв.м. Потолки 3 м. Ремонт в уникальном авторском стиле. Квартира полностью с мебелью, вывоз обсуждается. Консьерж. Подземный паркинг, машиноместо оплачивается отдельно. Панорамный вид из окна. Есть гардеробная комната. В наличии: холодильник, приточно-вытяжная система вентиляции и кондиционирования, кондиционер, бойлер, душевая кабина, ванна, стиральная машина, подогрев полов. Телевизор, высокоскоростной интернет. Возможна оплата по безналу.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",,https://www.cian.ru/rent/flat/324301857/
168000.0,3.0,101.0,65.0,25.0,11.0,11.0,1957.0,1 совмещенный,,Дизайнерский,,,Нет информации,6.0,Центральное,0.0,ЗАО,р-н Дорогомилово,Киевская,13.0,,1.0,168000.0,,1 месяц,несколько месяцев,можно с детьми и животными,1,1,1,1,1,1,1,1,1,1,"Сдаётся 3-х комнатная квартира в сталинском доме -Кутузовский пр. 4/2, район Дорогомилово. С видами на гостиницу ""Украина"" и Москва Сити. 
Оплата: 168.000/мес + 
+ возвратный депозит 168.000 
+ 50% комиссия (84.000) = 420.000₽ при заезде. 
Общая площадь 101 кв. м, гостиная-столовая, 2 спальни, кабинет, ванная комната, гардеробная. 
Высокие потолки 3 м. 
Парковка во дворе под шлагбаумом бесплатная. 
Можно с детьми и животными.
Наши преимущества:
1) 3 окна выходят на Москву - реку и начало Арбата - Кутузовский мост с частью здания гостиницы ""Украина"", а два окна- с видом на Москва -Сити; 
2) нет соседей сверху. половина  квартиры не соприкасается с соседними квартирами; 
3) больше естественного солнечного света.
-просторная прихожая с двойными
- Просторная кухня, объединеннная с залом.
- В зале ждёт кинотеатр с японским проектором Еpson PRO-UHD 4K, аудиосистемой Sony Hi-res 1200W 5.1 И экраном (310 *220) с электроприводом, с доступными любыми видеосерверами благодаря Wi-Fi 7.
- инверторные кондиционеры как на обогрев так и на охлаждение .
- установлена ванна Vayer Trinity ( Швейцария) 170*130 см с утеплённым каркасом
-  Подоконники и столешницы выполнены из каменных плит агломерата с натуральным кварцитом ( Италия).
- окна панорамные , с шумоизоляцией
- шторы блэкаут;
- стиральная машина на 6 кг с функцией паровой обработки;
- общий фильтр на всю холодную воду с 5- ти ступенчатой очисткой питьевой воды с обратным осмосом. 
Инфраструктура: 
- Косметическая клиника ""5-й элемент"";
- заправка;
-  прачечная ;
-  нотариальная контора;
- ресторан ""Пиноккио"";
- пункт ""Озон "";
-  охраняемая парковка;
-  футбольное поле, детские площадки и фонтан;
- школа с англ уклоном и детсад;
- Три выезда - на Кутузовский проспект в сторону 3- ого кольца и МКАД, на Арбат с разворотом под мостом и на набережную Шевченко в сторону как Москва - Сити, так и киевского вокзала и МГУ ;
- Гостиница ""Украина"" -  Radisson Collection с фитнес - центром и спа, бассейном 50 м, тренажорным залом 600м2, салоном красоты - всё в шаговой доступности;
- большая прогулочная зона по набережной к причалу, по бульвару с фонтанами;
- до м. Киевская 7 мин 
Готовы к быстрой сдаче в аренду на срок от 6 месяцев.",,https://www.cian.ru/rent/flat/324307486/
79000.0,1.0,32.0,22.0,6.0,5.0,9.0,1965.0,1 совмещенный,1 лоджия,Косметический,Индивидуальный проект,Кирпичный,Железобетонные,9.0,Центральное,0.0,ЦАО,р-н Пресненский,Улица 1905 года,12.0,,1.0,80000.0,0.0,1 месяц,от года,можно с животными,1,0,1,1,0,1,1,0,1,1,"Сдается уютная однокомнатная квартира в Москве на Звенигородском шоссе, 13. Квартира находится на 5-м этаже 9-этажного кирпичного дома . Уникальное расположение дома на входе в парк с прудам позволяет  пользоваться инфраструктурой города без потери времени на дорогу. в парке различные развлечения:  открытый бассейн и пляж летом и каток зимой,лыжи, хоккей,баскетбол, волейбол, шахматы, танцы, йога,рыбалка, современные тренажеры и новая беговая дорожка ,клубы по интересам и многое другое., городские праздники и концерты.Рядом с домом магазины всех сетей: Азбука Вкуса, Пятерочка, Магнит, Лента,Озон, Wb. А также аптеки, поликлиники,медицинские центры, вузы, колледжи, салоны красоты, рестораны и кафе, караоке , ночные и спортивные клубы с саунами и бассейнами.Дом прилегает к модному кварталу Red Side, поблизости с популярным досуговым кластером Лакки.В шаговой доступности футуристический район Москва Сити . Рядом  Пресненская набережная,консерватория, театры, кино, Патрики,Мануфактура,зоопарк, Вкусно и Точка, легендарные пресненские бани, и др развлечения на любой вкус;у подъезда  остановка наземного транспорта, парковка вело и самокатов,стоянка каршеринга.
Общая площадь составляет 32 кв. м, жилая площадь — 22 кв. м, кухня — 6 кв. м. Высота потолков — 2.6 метра. Окна выходят во двор, поэтому вас не будут беспокоить шумные улицы.
В квартире сделан косметический ремонт, есть вся необходимая мебель :кухный гарнитур и посуда,в комнате большая новая кровать с ортопедическим новым матрасом, большой диван, огромный шкаф для одежды и отдельно для обуви и др.Из техники в вашем распоряжении кондиционер, холодильник , утюг и гладильная доска,микроволновая печь и стиральная машина. Санузел совмещенный, ванна. Застекленная лоджия  с прекрасным видом на Москва Сити и Золотую  Башню.
Дом оснащен пассажирским лифтом и пандусом.Придомовая территория облагорожена, въезд ограничен шлагбаумом.Есть мусоропровод.Для вашего авто рядом городская наземная парковка. Дом в хорошем состоянии, а кирпичные стены обеспечивают отличную звукоизоляцию и тепло.
Район отличается развитой инфраструктурой. Метро ""Улица 1905 года"" всего в 12 минутах , метро  Москва Сити в 20 минутах пешком,что позволяет быстро добраться до любой точки города.Прямой выезд на  Садовое кольцо и ТТК.
Условия аренды: договор заключается напрямую с собственником. Без комиссии. Залог . Подходит для одного человека или пары без детей,присутствие животных обсуждается при встрече.",,https://www.cian.ru/rent/flat/324307857/
450000.0,,370.0,269.0,16.0,5.0,6.0,1911.0,"3 совмещенных, 1 раздельный",1 балкон,Евроремонт,Индивидуальный проект,Кирпичный,Железобетонные,4.0,Центральное,0.0,ЦАО,р-н Красносельский,Тургеневская,4.0,,1.0,450000.0,0.0,1 месяц,от года,можно с детьми и животными,1,1,1,1,1,1,1,1,1,1,"ID 14424.  Светлая и просторная 2-х уровневая квартира в престижном районе Чистых прудов. Дом после реставрации и капитального ремонта, шикарная входная группа со входом в парадный подъезд прямо с Мясницкой улицы. Квартира после ремонта с использованием только натуральных качественных материалов. Полная комплектация бытовой техникой и сантехникой престижных марок. Меблирована частично. Установлены кондиционеры, газовый бойлер, стиральная машина, проведен высокоскоростной интернет. Функциональная и удобная планировка: общая площадь 370 кв.м., просторная гостиная, полностью оборудованная кухня и большая столовая, 4 спальни, огромная мансарда свободного назначения, 2 ванные комнаты и гостевой туалет. Окна на 3 стороны, очаровательный балкон с видом на Мясницкую улицу, высокие потолки. Парковка в закрытом дворе дома. В ближайшем доступе множество кафе и ресторанов, популярные магазины, памятники архитектуры, музеи, театры и концертные залы. Длительный срок аренды. Можно с детьми, можно с животными.   

Please feel free to contact Intermark Real Estate to get detailed information or to set up a viewing! 24/7 help desk service with English-speaking operators
        
В квартире: Парковка, Частично меблированная, Готовы меблировать, Посудомоечная машина, Стиральная машина, Джакузи, Душевая кабина, Кондиционер, Видеонаблюдение, Интернет, Балкон, Можно с детьми, Можно с животными, Газовая колонка, Изолированная кухня, Ванна, Лифт, Кухонная мебель, Окна на улицу, Окна во двор",other,https://www.cian.ru/rent/flat/324309268/
185000.0,1.0,93.0,58.0,12.0,4.0,5.0,1900.0,"2 совмещенных, 1 раздельный",,Евроремонт,,Кирпичный,Железобетонные,1.0,Центральное,0.0,ЦАО,р-н Замоскворечье,Новокузнецкая,9.0,,1.0,185000.0,0.0,1 месяц,от года,можно с детьми,1,0,1,1,1,1,1,1,1,1,"ID 32401.  В 800 м от Кремля на ул. Садовническая в реконструированном особняке 18  всего на 12 квартир предлагается в аренду студийная квартира площадью 93,4 кв.м., идеально подходящая для жизни и творчества.   Особняк был полностью отреставрирован и обновлён в 2003 г., сохранив при этом свой оригинальный фасад и атмосферу старой Москвы.  Авторский дизайн интерьера сочетает лаконичность, функциональность и комфорт.  Высокие потолки (более 3 м), большие и частые окна и отсутствие дверей сохраняют ощущение пространства и воздуха и обеспечивают длительное естественное освещение.  Квартира оборудована мягкой мебелью, вместительным шкафом в прихожей и спальне, кухня оборудована основной бытовой техникой. Кондиционер, дополнительно два вентилятора-светильника, водонагреватель, высокоскоростной Интернет обеспечивают комфортное проживание.  Планировка: единое пространство, где зона кухни-гостиной и спальни с ванной разграничены перегородкой, в нише которой организована система хранения. При этом гостевой туалет с установленной стиральной машиной имеет изолированное пространство.  Подъезд в отличном состоянии. Круглосуточно дежурит консьерж, он же обеспечивает чистоту и порядок в доме. Во дворе предусмотрена возможность парковки одной машины. В шаговой доступности находятся магазины, спортплощадка (зимой на ней освещённый каток), фитнес-клуб, кафе и рестораны, музеи и арт-галереи, театры, автобусные и трамвайные остановки. До станции метро ""Новокузнецкая"" 8 минут пешком.  Только длительная аренда. Без животных    

Please feel free to contact Intermark Real Estate to get detailed information or to set up a viewing! 24/7 help desk service with English-speaking operators
        
В квартире: С мебелью, Парковка, Стиральная машина, Бойлер, Джакузи, Душевая кабина, Кондиционер, Видеонаблюдение, Сигнализация, Интернет, Нет лифта, Можно с детьми, Европланировка, Интерьер в современном стиле, Консьерж, Ремонт - дизайнерский, Кухонная мебель, Окна на улицу, Окна во двор",other,https://www.cian.ru/rent/flat/324309277/
250000.0,3.0,100.0,76.0,18.0,4.0,19.0,2010.0,2 раздельных,,Евроремонт,Индивидуальный проект,Кирпичный,Железобетонные,10.0,Центральное,0.0,ЗАО,р-н Раменки,Университет,5.0,ЖК «Dominion (Доминион)»,1.0,250000.0,0.0,1 месяц,от года,,0,0,0,1,0,0,0,0,1,1,"ЛОТ 23961 Д ОФИС ПРОДАЖ ЖК ДОМИНИОН. ПРЕДЛОЖЕНИЕ НАПРЯМУЮ ОТ СОБСТВЕННИКА.  Аренда 3-комнатной квартиры площадью 100 кв.м. c ремонтом в современном стиле. Метро Университет, 1 минута пешком. Ломоносовский проспект, дом 25к2. ЖК Доминион. Кухня оборудована современной бытовой техникой. Квартира выполнена в тёплых светлых тонах. Система кондиционирования. Квартира меблирована итальянской дорогой мебелью. Есть машино-место, в стоимость не входит.
Планировка: кухня-гостиная, 2 спальни, 2 санузла.
 Элитный жилой комплекс, расположенный в районе Раменки. Комплекс включает 7 жилых домов переменной этажности (9-19), построенных по индивидуальным проектам.

В пентхаусах выполнено витражное остекление, установлены зимние сады и камины. Первые этажи зданий отделаны натуральным гранитом, а жилые этажи - высококачественным облицовочным материалом. Подъезды отличают красиво оформленные входные группы. Инфраструктура: бассейн, спа-салон, химчистка, магазины, аптеки, банки, собственный детский сад и школа. 

Оборудованы детские и спортивные площадки, площадки для выгула и дрессировки собак, беговые и велосипедные дорожки, цветники. 2-уровневый подземный паркинг на 3200 машиномест. 

Комплекс круглосуточно охраняется, видеонаблюдение, КПП.",other,https://www.cian.ru/rent/flat/324315549/
200000.0,3.0,110.0,93.0,12.0,6.0,11.0,1950.0,"1 совмещенный, 1 раздельный",1 балкон,Евроремонт,Индивидуальный проект,Кирпичный,Железобетонные,1.0,Центральное,0.0,ЦАО,р-н Арбат,Смоленская,7.0,,1.0,200000.0,0.0,1 месяц,от года,,1,1,1,1,1,1,0,1,1,1,"Лот 100658. Артем Маренников.

Уютная 3-комнатная квартира в кирпичном доме. 6 / 11 этаж. Спален: 2, санузлов: 1. Общая площадь: 110 кв.м. Потолки 3.4 м. Ремонт в современном стиле. Квартира с мебелью, вывоз невозможен. Домофон. Паркинг стихийный во дворе. Окна выходят на обе стороны. Есть балкон.  Есть гардеробная комната. В наличии: посудомоечная машина, холодильник, кондиционер, бойлер, душевая кабина, стиральная машина. Телевизор, высокоскоростной интернет.

Без комиссии для арендатора.

Бонус партнерам 50%.

Есть презентации в pdf на русском или английском для партнеров.",,https://www.cian.ru/rent/flat/324315914/
150000.0,1.0,42.0,25.0,10.0,14.0,41.0,2021.0,1 совмещенный,,Дизайнерский,,,Нет информации,1.0,Центральное,0.0,САО,р-н Хорошевский,Аэропорт,13.0,ЖК «Прайм Парк (Prime Park)»,1.0,150000.0,0.0,1 месяц,от года,,1,1,1,1,1,1,0,1,1,1,"ID 516597. Без животных. Предлагается в аренду стильный апартамент в  жилом комплексе премиум класса Прайм парк. Дизайнерский ремонт выполнен в изысканном стиле эклектика. Общее пространство распределено на несколько уютных зон: кухню, оборудованную современной бытовой техникой, гостевую с удобной мягкой мебелью и спальню, оснащенную всем необходимым для комфорта. Санузел с душевой кабиной, оснащенной системой тропического душа. Встроенный вместительный шкаф.  Для жителей комплекса доступна круглосуточная система консьерж-сервиса.
 ""Прайм Парк""— это уникальный квартал, находящийся в окружении лучших культурных и развлекательных  и парковых площадок Москвы. В шаговой доступности находится множество разнообразных спортивных, развлекательных и торговых объектов района.",other,https://www.cian.ru/rent/flat/324317299/
